"Collector","Count"
"shepherd",8
"sherman",8
"snellgrove",8
"sokol",8
"sorenson",8
"strawn",8
"tony",8
"valley",8
"w.g",8
"wallace",8
"whitmyer",8
"wisner",8
"woods",8
"wu",8
"wyckoff",8
"yumi",8
"aceituno",7
"adele",7
"analysts",7
"anatole",7
"aq",7
"aquar",7
"arcturus",7
"arimitzu",7
"ball",7
"biological",7
"bloedel",7
"bolster",7
"bonham",7
"brackett",7
"cannata",7
"ch",7
"church",7
"cordell",7
"craig",7
"csir",7
"curotto",7
"daniand",7
"douglass",7
"dube",7
"edgar",7
"erkkila",7
"ernest",7
"ersin",7
"expeditions",7
"f.b.steiner",7
"farrer",7
"fei",7
"figg",7
"forbes",7
"furtek",7
"g.e",7
"gennaro",7
"gerhardt",7
"gibbs",7
"h.m",7
"hagy",7
"hamilton",7
"haresek",7
"hector",7
"hliang",7
"hoblyn",7
"jian",7
"johnston",7
"jow",7
"kaufmann",7
"kennedy",7
"las",7
"leccia",7
"leopold",7
"lorena",7
"maillard",7
"mann",7
"mcconnaughey",7
"meral",7
"merlen",7
"milson",7
"moran",7
"moss",7
"musikasinthorn",7
"nabhitaphata",7
"nyzs",7
"oesman",7
"p.b",7
"parsons",7
"pelgen",7
"pezold",7
"prentice",7
"quality",7
"rainboth",7
"reese",7
"sam",7
"schuierer",7
"shakespeare",7
"shiway",7
"silas",7
"solar",7
"suhm",7
"t.g",7
"tint",7
"vanderbilt",7
"wilkinson",7
"willis",7
"wintersteen",7
"yeh",7
"a.r",6
"adelle",6
"albatross",6
"arai",6
"axelrod",6
"b.d",6
"bani",6
"barbour",6
"barr",6
"beater",6
"belcher",6
"beninde",6
"bhinyo",6
"boetius",6
"booth",6
"brevoort",6
"brichard",6
"carnegie",6
"chaffey",6
"christian",6
"col",6
"coleman",6
"connors",6
"control",6
"copsey",6
"creek",6
"crowell",6
"d.coates",6
"d.e",6
"daily",6
"dangel",6
"darnell",6
"davidson",6
"dobler",6
"doyle",6
"dunlap",6
"economidis",6
"edmund",6
"egeshemal",6
"elkan",6
"engineers",6
"erhorn",6
"erickson",6
"eugene",6
"exchange",6
"f.e",6
"f.j",6
"fast",6
"fedorov",6
"field",6
"foster",6
"g.j",6
"geog",6
"gonyea",6
"gun",6
"h.r",6
"hagiwana",6
