"dwc.scientificName","freq"
"Ptychocheilus grandis",77
"Cyclocheilichthys apogon",76
"Poeciliopsis latidens",76
"Notropis hypselopterus",75
"Percina shumardi",75
"Algansea tincella",74
"Cichlasoma intermedium",74
"Etheostoma jessiae",74
"Lepisosteus platostomus",74
"Notropis harperi",74
"Richardsonius balteatus balteatus",74
"Xiphister atro-purpureus",74
"Bairdiella chrysoura",73
"Hybognathus hayi",73
"Mastacembelus armatus",73
"Menidia menidia notata",73
"Xererpes fucorum",73
"Astyanax mexicanus",72
"Cichlasoma helleri",72
"Cichlasoma nigrofasciatum",72
"Micropterus coosae",72
"Poeciliopsis sp.",72
"Cyprinella camura",71
"Sphoeroides nephelus",71
"Carpiodes velifer",70
"Clinocottus globiceps",70
"Eleotris pisonis",70
"Gambusia panuco",70
"Gasterosteus aculeatus",70
"Notropis rubricroceus",70
"Noturus leptacanthus",70
"Catostomus commersoni",69
"Cichlasoma labridens",69
"Enneacanthus obesus",69
"Etheostoma camurum",69
"Rhamdia laticauda",69
"Thymallus arcticus",69
"Apeltes quadracus",68
"Cichlasoma fenestratum",68
"Cottus rhotheus",68
"Etheostoma blennioides blennioides",68
"Hypentelium etowanum",68
"Mystacoleucus marginatus",68
"Notropis heterolepis heterolepis",68
"Parophrys vetulus",68
"Morone americana",67
"Mystus mysticetus",67
"Channa striata",66
"Cyprinella formosa",66
"Elassoma evergladei",66
"Etheostoma luteovinctum",66
"Hampala macrolepidota",66
"Micropogonias undulatus",66
"Platichthys stellatus rugosus",65
"Apodichthys flavidus",64
"Codoma ornata",64
"Cyclocheilichthys enoplos",64
"Lutjanus griseus",64
"Notopterus notopterus",64
"Oncorhynchus hybrid",64
"Sebastes melanops",64
"Cottus beldingi",63
"Cottus hypselurus",63
"Cyclocheilichthys armatus",63
"Esomus metallicus",63
"Etheostoma punctulatum",63
"Notropis anogenus",63
"Taeniotoca lateralis",63
"Arius felis",62
"Characidium zebra",62
"Citharichthys stigmaeus",62
"Gila hybrid",62
"Moxostoma carinatum",62
"Poecilia gilli",62
"Trichopsis vittata",62
"Campostoma oligolepis",61
"Couesius plumbeus plumbeus",61
"Evorthodus lyricus",61
"Fundulus lineolatus",61
"Holoshesthes pequira",61
"Ilyodon furcidens",61
"Notropis hudsonius subsp. amarus",61
"Notropis topeka",61
"Chirostoma jordani",60
"Cirrhinus jullieni",60
