"Collector","Count"
"fulton",21
"jeff",21
"komar",21
"leonard",21
"lincoln",21
"marston",21
"matt",21
"michelle",21
"miles",21
"narawi",21
"sargent",21
"summer",21
"thurber",21
"tyson",21
"04",20
"adrianne",20
"baynard",20
"booth",20
"chapin",20
"combs",20
"dep",20
"doe",20
"formas",20
"gamble",20
"gowland",20
"institution",20
"kent",20
"kirk",20
"mahard",20
"nicholson",20
"palsson",20
"peck",20
"rhys",20
"saunders",20
"schiesser",20
"schneider",20
"sharon",20
"smits",20
"sweeney",20
"victor",20
"woods",20
"yamashina",20
"yoshimaro",20
"boardman",19
"brady",19
"chamberlain",19
"child",19
"clemmensen",19
"coultas",19
"eileen",19
"eisenberg",19
"elton",19
"emile",19
"evans",19
"eyerdam",19
"floyd",19
"gereg",19
"glover",19
"hartt",19
"ilyashenko",19
"joanne",19
"kaitlyn",19
"knaebel",19
"moxley",19
"orton",19
"osgood",19
"rex",19
"samuelson",19
"terry",19
"to",19
"tobias",19
"tullock",19
"zealand",19
"zerlang",19
"aling",18
"aretas",18
"bermuda",18
"bogdanov",18
"chairiyah",18
"downes",18
"edsall",18
"eisenhart",18
"greenway",18
"hawley",18
"hessel",18
"jerry",18
"kerhoulas",18
"klein",18
"lauren",18
"leander",18
"link",18
"lockwood",18
"mills",18
"molly",18
"moni",18
"nielson",18
"nosova",18
"oregon",18
"osmaston",18
"panciera",18
"pavel",18
"peterson",18
"ph",18
"pirhalla",18
"rickart",18
"riddle",18
"tomkovich",18
"tufo",18
"vanzetti",18
"aponte",17
"banach",17
"barber",17
"baur",17
"biology",17
"burroughs",17
"carina",17
"cicerello",17
"coale",17
"digiorgio",17
"drowne",17
"fore",17
"frith",17
"gjerdrum",17
"green",17
"gustav",17
"hatton",17
"hole",17
"jody",17
"johan",17
"kellner",17
"koren",17
"leslie",17
"lew",17
"lumsden",17
"margaret",17
"musgrove",17
"nazdrowicz",17
"nicol",17
"nikola",17
"o'neill",17
"pantchev",17
"peake",17
"perkins",17
"reynolds",17
"ritson",17
"sargis",17
"seale",17
"shatokhina",17
"spee",17
"stringer",17
"townshend",17
"twitchell",17
"usbf",17
"vogel",17
"wyman",17
"wysham",17
"augur",16
"bara",16
"beckham",16
"bidgood",16
"boldridge",16
"brazil",16
"clinton",16
"conover",16
"conservation",16
"cummings",16
"demarchis",16
"eastman",16
"elderd",16
"fraser",16
"freeman",16
"hoadley",16
"holzberg",16
"hutchins",16
"indian",16
