"Typestatus","Count"
"voucher of hyporhamphus naos",1
"voucher of hypselecara temporalis",1
"voucher of ichthyoelephas humeralis",1
"voucher of ictalurus catus",1
"voucher of istiblennius edentulus",1
"voucher of julidochromis marlieri",1
"voucher of kali",1
"voucher of labeotropheus",1
"voucher of laetacara flavilabris",1
"voucher of lampadena pontifex",1
"voucher of lampadena urophaos",1
"voucher of lampanyctodes hectoris",1
"voucher of lampanyctus alatus",1
"voucher of lampanyctus australis",1
"voucher of lampanyctus crocodilus",1
"voucher of lampanyctus festivus",1
"voucher of lampanyctus iselinoides",1
"voucher of lampanyctus macdonaldi",1
"voucher of lampanyctus mexicanus",1
"voucher of lampanyctus nobilis",1
"voucher of lampanyctus pusillus",1
"voucher of lampetra appendix",1
"voucher of lampichthys rectangularis",1
"voucher of lamprologus brichardi",1
"voucher of lamprologus callipterus",1
"voucher of lamprologus compressiceps",1
"voucher of lamprologus lemairii",1
"voucher of lamprologus pleuromaculatus",1
"voucher of lamprologus tigripictilis| voucher of neolamprologus werneri",1
"voucher of landonia latidens",1
"voucher of landonia latidens| voucher of phenacobrycon henni",1
"voucher of lepidiolamprologus elongatus",1
"voucher of lepidophanes guentheri",1
"voucher of lepisosteus oculatus",1
"voucher of lepomis auritus",1
"voucher of lepomis gibbosus",1
"voucher of lepomis macrochirus",1
"voucher of lepophidium kallion| paratype of lepophidium kallion",1
"voucher of lepophidium prorates",1
"voucher of leporinus conirostris| syntype of leporinus conirostris",1
"voucher of leporinus despaxi",1
"voucher of leporinus mormyrops| syntype of leporinus mormyrops",1
"voucher of leporinus striatus",1
"voucher of leporinus thayeri",1
"voucher of leporinus thayeri| syntype of leporinus faciatus altipinnis",1
"voucher of leptocypris modestus",1
"voucher of leptostomias gladiator",1
"voucher of lestidiops affinis",1
"voucher of lestradea stappersii| voucher of lestradea stappersii",1
"voucher of lethrinops auritus",1
"voucher of lethrinops furcifer",1
"voucher of lethrinops lethrinus",1
"voucher of lethrinops parvidens",1
"voucher of limnichthys nitidus",1
"voucher of limnotilapia dardennei| voucher of limnotilapia dardennii",1
"voucher of lipochromis obesus",1
"voucher of lobianchia dofleini",1
"voucher of lobianchia gemellarii",1
"voucher of lobochilotes labiatus",1
"voucher of lophius americanus",1
"voucher of lota lota",1
"voucher of loweina rara",1
"voucher of lucania parva",1
"voucher of lycodonus mirabilis",1
"voucher of macrognathus pentophthalmos",1
"voucher of macropleurodus bicolor",1
"voucher of macrostomias longibarbatus",1
"voucher of macrotrema caligans| figured of macrotrema caligans",1
"voucher of malacocephalus laevis",1
"voucher of maravichromis sphaerodon",1
"voucher of mastacembelus albomaculatus",1
"voucher of maurolicus muelleri",1
"voucher of maylandia aurora",1
"voucher of mbipia mbipi",1
"voucher of melanostomias biseriatus",1
"voucher of menidia beryllina",1
"voucher of menidia menidia",1
"voucher of mesonauta festivus",1
"voucher of microgadus tomcod",1
"voucher of microgobius signatus",1
"voucher of micropterus dolomieui",1
"voucher of mitsukurina owstoni",1
"voucher of monocirrhus polyacanthus",1
"voucher of morone americana",1
"voucher of mugil curvidens",1
"voucher of myctophum affine",1
"voucher of myctophum asperum",1
"voucher of myctophum fissunovi",1
"voucher of myctophum lychnobium",1
"voucher of myctophum nitidulum",1
"voucher of myctophum obtusirostre",1
"voucher of myctophum punctatum",1
"voucher of myctophum selenops",1
"voucher of mylochromis sphaerodon",1
"voucher of naevochromis chrysogaster",1
"voucher of nannobrachium atrum",1
"voucher of nannobrachium cuprarium",1
"voucher of nannobrachium indicum",1
"voucher of nannobrachium isaacsi",1
"voucher of nannobrachium lineatum",1
"voucher of nannobrachium lineatum| genetic voucher of nannobrachium lineatum",1
"voucher of nannobrachium nigrum",1
"voucher of nannobrachium wisneri",1
"voucher of nanochromis dimidiatus",1
"voucher of nematolebias whitei",1
"voucher of nemuroglanis lanceolatus| voucher of nemuroglanis lanceolatus| holotype of nemuroglanis lanceolatus| voucher of nemuroglanis lanceolatus",1
"voucher of neobythites marginatus",1
"voucher of neochromis greenwoodi",1
"voucher of neochromis pseudonigricans",1
"voucher of neocyema",1
"voucher of neoditrema ransonneti",1
"voucher of neolamprologus calliurus",1
"voucher of neolamprologus fasciatus",1
"voucher of neolamprologus furcifer",1
"voucher of neolamprologus modestus",1
"voucher of neolamprologus savoryi savoryi",1
"voucher of neoscombrops atlanticus| voucher of verilus atlanticus",1
"voucher of neostethus bicornis",1
"voucher of nettastoma procera",1
"voucher of nezumia suilla",1
"voucher of nimbochromis polystigma",1
"voucher of nimbochromis venustus",1
"voucher of notoscopelus bolini",1
"voucher of notoscopelus elongatus kroyeri",1
"voucher of notoscopelus kroyeri",1
"voucher of notoscopelus resplendens",1
"voucher of notropis hudsonius",1
"voucher of noturus gyrinus",1
"voucher of ochmacanthus",1
"voucher of odontostomias micropogon",1
"voucher of oncorhynchus clarki pleuriticus",1
"voucher of oncorhynchus clarki virginalis",1
"voucher of ophichthus zophochir",1
"voucher of ophidiiformes",1
"voucher of ophidioid",1
"voucher of ophidion marginatum| erroneous citation of polyipnus clarus",1
"voucher of ophisternon bengalensis",1
"voucher of opisthoproctus soleatus",1
"voucher of opsanus phobetron",1
"voucher of orectolobus ornatus",1
"voucher of osmerus mordax",1
"voucher of otopharynx decorus",1
"voucher of otopharynx nitidus",1
"voucher of otopharynx speciosus",1
"voucher of otothyris lophophanes",1
"voucher of oxyurichthys microlepis",1
"voucher of pachycara",1
"voucher of pachycara bulbiceps",1
"voucher of pachystomias microdon",1
"voucher of paracheirodon simulans",1
"voucher of parahollardia lineata",1
"voucher of paralabidochromis chilotes",1
"voucher of paraliparis",1
"voucher of paraliparis copei",1
"voucher of parananochromis caudifasciatus",1
"voucher of parascorpaena aurita",1
"voucher of parascorpaena picta",1
"voucher of parastromateus niger",1
"voucher of parasudis truculenta",1
"voucher of paretroplus polyactis",1
"voucher of peckoltia",1
"voucher of pelvicachromis pulcher",1
"voucher of perca flavescens",1
"voucher of percina cymatotaenia",1
"voucher of percina stictogaster",1
"voucher of percopsis omiscomaycus| voucher of percopsis omiscomaycus",1
"voucher of perissodus microlepis",1
"voucher of petrochromis polyodon| voucher of petrochromis polyodon",1
"voucher of phanerodon furcatus",1
"voucher of phenacobrycon henni",1
"voucher of photonectes gracilis",1
"voucher of photonectes mirabilis",1
"voucher of photostomias goodyeari",1
"voucher of piaractus brachypomus",1
"voucher of placidochromis subocularis",1
"voucher of plagioscion magdalenae",1
"voucher of platystoma parahybae",1
"voucher of plectranthias garupellus",1
"voucher of plectranthias longimanus",1
"voucher of plectranthias nanus",1
"voucher of plesiolebias xavantei",1
"voucher of pogonoperca punctata",1
"voucher of polyipnus",1
"voucher of polyipnus meteori",1
"voucher of pomoxis nigromaculatus",1
"voucher of poromitra nigrofulvus| holotype of melamphaes nigrofulvus",1
"voucher of prionace glauca",1
"voucher of prochilodus brevis| voucher of prochilodus brevis",1
"voucher of prochilodus lacustris",1
"voucher of prochilodus lineatus",1
"voucher of prochilodus nigricans",1
"voucher of prochilodus vimboides| voucher of prochilodus vimboides",1
"voucher of prognathochromis",1
"voucher of protomelas triaenodon",1
"voucher of protomyctophum arcticum| voucher of protomyctophum arcticum",1
"voucher of protomyctophum subparallelum",1
"voucher of psammochromis riponianus",1
"voucher of pseudocrenilabrus multicolor",1
"voucher of pseudodax",1
"voucher of pseudonus acutus| holotype of pseudonus acutus",1
"voucher of pseudoplatystoma coruscans",1
"voucher of pseudoscaphirhynchus kauffmani",1
"voucher of pseudotropheus elegans",1
"voucher of pseudotropheus johannii",1
"voucher of pseudotropheus livingstoni",1
"voucher of pseudotropheus zebra",1
"voucher of pterophyllum scalare",1
"voucher of ptyochromis prodromus",1
"voucher of ptyochromis sauvagei",1
"voucher of pungitius pungitius",1
"voucher of pygocentrus nattereri",1
"voucher of pyxichromis orthostoma",1
"voucher of rhabdolichops caviceps",1
"voucher of rhabdolichops troscheli| voucher of rhabdolichops troscheli",1
"voucher of rhacochilus vacca",1
"voucher of rhamphochromis macrophthalmus",1
"voucher of rita gogra",1
"voucher of roeboides affinis",1
"voucher of rosenblattichthys hubbsi",1
"voucher of salmo trutta",1
"voucher of salvelinus fontinalis",1
"voucher of sardinella",1
"voucher of sargochromis codringtonii",1
"voucher of sarotherodon occidentalis",1
"voucher of satanoperca jurupari",1
"voucher of saurida suspicio",1
"voucher of scardinius erythrophthalmus| additional material of scardinius erythrophthalmus",1
"voucher of schubotzia eduardiana",1
"voucher of sciaenochromis spilostichus",1
"voucher of scoloplax dicra",1
"voucher of scombrolabrax heterolepis",1
"voucher of scopelarchoides danae",1
"voucher of scopelarchus guentheri",1
"voucher of scopelopsis multipunctatus",1
"voucher of scopelosaurus argenteus",1
"voucher of scyliorhinus retifer",1
"voucher of sebastapistes tinkhami",1
"voucher of semaprochilodus insignis| voucher of semaprochilodus insignis",1
"voucher of semaprochilodus laticeps",1
"voucher of serranochromis robustus",1
"voucher of setipinna telara",1
"voucher of silurichthys",1
"voucher of simochromis diagramma| voucher of simochromis diagramma",1
"voucher of simpsonichthys constanciae",1
"voucher of simpsonichthys flagellatus",1
"voucher of simpsonichthys hellneri",1
"voucher of simpsonichthys myersi",1
"voucher of simpsonichthys notatus",1
"voucher of simpsonichthys stellatus",1
"voucher of spathodus marlieri",1
"voucher of sphyraena borealis",1
"voucher of sphyraena jello",1
"voucher of sphyrna zygaena",1
"voucher of steatocranus gibbiceps",1
"voucher of stellifer ephelis",1
"voucher of stenobrachius leucopsarus",1
"voucher of sternarchogiton labiatus",1
"voucher of stigmatochromis woodi",1
"voucher of stomias affinis",1
"voucher of stomias colubrinus",1
"voucher of stomias danae",1
"voucher of stomias longibarbatus",1
"voucher of stomias nebulosus",1
"voucher of stomias nebulosus| voucher of stomias nebulosus",1
"voucher of sturisoma",1
"voucher of sturisoma aureum",1
"voucher of sturisoma frenatum",1
"voucher of sudis atrox",1
"voucher of symbolophorus barnardi| voucher of symbolophorus barnardi",1
"voucher of symbolophorus veranyi",1
"voucher of symbolophorus veranyi| figured of symbolophorus veranyi",1
"voucher of symphurus caribbeanus",1
"voucher of symphurus caribbeanus| voucher of symphurus caribbeanus",1
"voucher of symphurus diomedeanus",1
"voucher of symphurus jenynsi",1
"voucher of symphurus minor",1
"voucher of symphurus nebulosus",1
"voucher of symphurus nigrescens| voucher of symphurus nigrescens",1
"voucher of symphurus parvus",1
"voucher of symphurus tessellatus| voucher of symphurus tessellatus",1
"voucher of symphurus urospilus",1
"voucher of symphysodon discus",1
"voucher of synbranchus marmoratus",1
"voucher of synodus foetens",1
"voucher of synodus poeyi",1
"voucher of taeniochromis holotaenia",1
"voucher of tangachromis dhanisi",1
"voucher of tarletonbeania crenularis",1
"voucher of teleogramma gracile",1
"voucher of thysochromis ansorgii",1
"voucher of tilapia rendalli",1
"voucher of tomicodon petersi",1
"voucher of tramitichromis brevis",1
"voucher of trematocara stigmaticum",1
"voucher of trematocara unimaculatum",1
"voucher of trematocara variabile",1
"voucher of trematocranus placodon",1
"voucher of trichiurus lepturus",1
"voucher of trichogaster lalius",1
"voucher of trichomycterus areolatus| voucher of trichomycterus areolatus",1
"voucher of tridens melanops",1
"voucher of triglachromis otostigma| voucher of triglachromis otostigma",1
"voucher of trigonolampa miriceps",1
"voucher of trinectes maculatus",1
"voucher of triphoturus mexicanus",1
"voucher of triphoturus nigrescens",1
"voucher of tristramella simonis",1
"voucher of tropheus moorii| voucher of tropheus moorii",1
"voucher of tylochromis polylepis",1
"voucher of tyrannochromis macrostoma",1
"voucher of uncisudis advena",1
"voucher of xenochromis hecqui",1
"voucher of xenotilapia longispinis longispinis",1
"voucher of xenotilapia melanogenys",1
"voucher of xenotilapia ochrogenys ochrogenys",1
"voucher of xenotilapia ornatipinnis",1
"voucher of xenotilapia sima",1
"voucher of yssichromis coop",1
"voucher of yssichromis pyrrocephalus",1
"voucher of yssichromis pyrrocephalus| voucher of bathybates fasciatus",1
"voucher of zeus faber",1
"voucher of zygaena subarcuata",1
