"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"whole organism (ethanol)","ucm","fish specimens","6682","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6623","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7223","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7084","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7296","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7159","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6528","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6107","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6997","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7096","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6710","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6459","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7227","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6510","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6648","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","302","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7468","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7414","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","584","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7592","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7014","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7055","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6101","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6401","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7000","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7122","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6743","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7091","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6334","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","567","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6998","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6432","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6376","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6769","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","781","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","752","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6772","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6780","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6781","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","768","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6473","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6154","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7786","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6303","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","299","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6157","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6769","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6251","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","781","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6511","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","29","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6935","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7606","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","330","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6530","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6939","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","589","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","750","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6970","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6247","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6394","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6748","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6832","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7373","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","166","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7346","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6658","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7410","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6464","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","160","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7447","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6099","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6145","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7584","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7457","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6586","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","380","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","2148","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7158","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7383","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7403","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6117","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7127","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7150","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6085","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","168","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6901","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7444","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6782","EtOH","","",NA,NA,NA,99
