"Collector","Count"
"zanata",20
"alfermann",19
"aso",19
"cantrell",19
"capt",19
"captain",19
"cardenas",19
"clay",19
"cummings",19
"darcy",19
"day",19
"dols",19
"dunn",19
"emme",19
"harriger",19
"hassel",19
"hein",19
"heiser",19
"hetric",19
"hudson",19
"j.b",19
"kalber",19
"kerstitch",19
"kirtly",19
"la",19
"lefstad",19
"magley",19
"middaugh",19
"observer",19
"sarbeck",19
"self",19
"thierry",19
"vineet",19
"yentsch",19
"2nd",18
"cherokee",18
"colkett",18
"cope",18
"corbin",18
"cumbaa",18
"dale",18
"gaydos",18
"hartel",18
"heusley",18
"johns",18
"karsten",18
"mcnulty",18
"miss",18
"mitchell",18
"pam",18
"program",18
"roy",18
"ryan",18
"sabaj",18
"safrit",18
"tourtellotte",18
"tritt",18
"water",18
"weisman",18
"winfield",18
"wm",18
"yeater",18
"abbott",17
"barlow",17
"bennett",17
"blakesley",17
"broddus",17
"calzana",17
"carolina",17
"company",17
"davenport",17
"farr",17
"gunter",17
"hartl",17
"heinen",17
"herzig",17
"history",17
"hook",17
"hutton",17
"invertebrate",17
"maher",17
"makinen",17
"morgan",17
"mueller",17
"osterling",17
"ots",17
"peacock",17
"pestrak",17
"pilmanis",17
"rice",17
"skip",17
"stanley",17
"swindell",17
"tierney",17
"ultsch",17
"workers",17
"acero",16
"alice",16
"apl",16
"arturo",16
"bard",16
"beckman",16
"beryl",16
"branch",16
"brd",16
"carol",16
"cbl",16
"christopher",16
"clyde",16
"cornell",16
"crawford",16
"deviney",16
"eoff",16
"etc",16
"fcsc",16
"ferrari",16
"fl",16
"gonatos",16
"heath",16
"kay",16
"kulpa",16
"lamarche",16
"milton",16
"morales",16
"mrac",16
"rathjen",16
"roggenstein",16
"salzman",16
"sciences",16
"stillwaugh",16
"sylva",16
"taber",16
"trawling",16
"trexler",16
"willians",16
"yokel",16
"alcyon",15
"anker",15
"anthony",15
"barluloo",15
"barret",15
"bean",15
"carmichael",15
"chopp",15
"devivo",15
"diana",15
"dobkin",15
"drexel",15
"eugene",15
"gareth",15
"hanlon",15
"harbor",15
"hawaii",15
"kirtley",15
"lester",15
"lunide",15
"mccann",15
"michonneau",15
"nash",15
"nicholas",15
"o'hare",15
"orleus",15
"oscar",15
"pegram",15
"perillo",15
"perkinson",15
"power",15
"preiss",15
"reppas",15
"roxanne",15
"ryon",15
"sailer",15
"shaver",15
"stipp",15
"strong",15
"te",15
"teresa",15
"vcgif",15
"vega",15
"villa",15
"air",14
"amir",14
"atlantis",14
"austin",14
"ayda",14
"barfield",14
"baruloo",14
"bath",14
"beach",14
"brownell",14
"cannon",14
"college",14
"coon",14
"dramstad",14
"gaylor",14
"hans",14
"harrys",14
"higginbotham",14
"hildebrand",14
"hippensteel",14
"hooks",14
"jacques",14
"jane",14
"jennifer",14
"k.d",14
"kasangaki",14
"kell",14
"laura",14
"levine",14
"longenecker",14
"louisiana",14
"marjorie",14
"marsea",14
"mills",14
"musgrave",14
"nakamura",14
"nametz",14
"oden",14
"project",14
"rafale",14
"sadler",14
"shanholter",14
"simpkins",14
"solutions",14
"stehmann",14
"stolaizyk",14
"targett",14
"vera",14
"vrauken",14
"wetland",14
"will",14
"zalduondo",14
"ziegenfuss",14
"zoo",14
"ahmad",13
"benjamin",13
"blatteslee",13
"blount",13
"bonner",13
"bud",13
"burger",13
"cay",13
"cohen",13
"converse",13
"courteny",13
"dev",13
"drummond",13
"erin",13
"foundation",13
"frame",13
"fratto",13
"fuddy",13
"ghanem",13
"guilbert",13
"hamilt",13
"hansberger",13
"hasting",13
"hie",13
"huling",13
"izumi",13
"keithan",13
