"Collector","Count"
"galand",1
"gao",1
"garbutt",1
"gardner",1
"gari",1
"garland",1
"garry",1
"gaub",1
"gavin",1
"gee",1
"gentry",1
"geoffries",1
"geraci",1
"gerald",1
"gerrish",1
"gill",1
"gilliat",1
"gilmore",1
"ginn",1
"girard",1
"giroux",1
"glickstein",1
"glosgow",1
"glukie",1
"goddard",1
"godfrey",1
"godo",1
"golder",1
"goss",1
"gould",1
"goulet",1
"green",1
"greenford",1
"greg",1
"grittiths",1
"grunert",1
"gruys",1
"guelph",1
"hage",1
"hall",1
"halliday",1
"hambling",1
"hamel",1
"hamelin",1
"hammet",1
"hanes",1
"hanna",1
"happold",1
"haq",1
"harley",1
"harrold",1
"hastings",1
"hay",1
"hayward",1
"hebben",1
"hemm",1
"henderson",1
"henke",1
"henuset",1
"herald",1
"herre",1
"hickman",1
"hien",1
"higgins",1
"hines",1
"hinst",1
"hintz",1
"hisik",1
"hitch",1
"hitchin",1
"hnatink",1
"hoese",1
"hofer",1
"holling",1
"holopainen",1
"holowski",1
"hook",1
"hopewood",1
"hornby",1
"horne",1
"horsfield",1
"hostvedt",1
"howell",1
"hrab",1
"hubbel",1
"hugh",1
"hunt",1
"hunter",1
"huntsman",1
"hurd",1
"hurtak",1
"hutchings",1
"hutchinson",1
"hy",1
"hyde",1
"ian",1
"iljin",1
"ims",1
"indiana",1
"inkpen",1
"irvin",1
"ismo",1
"j.t",1
"jacl",1
"jacobs",1
"jandebeur",1
"jasinska",1
"jasmin",1
"jasper",1
"jay",1
"jeet",1
"jenoways",1
"jit",1
"joe",1
"joel",1
"johannessen",1
"johnston",1
"jolene",1
"jonathan",1
"jordan",1
"jorgen",1
"joukel",1
"jove",1
"jules",1
"julianna",1
"kale",1
"kamarainen",1
"kamitoma",1
"kastelic",1
"kaye",1
"keeping",1
"keppie",1
"kerns",1
"kerry",1
"kerswill",1
"kevin",1
"kicenuik",1
"kikoak",1
"killips",1
"kimura",1
"kinch",1
"king",1
"kinler",1
"kinniburgh",1
"kistyakivski",1
"klassen",1
"klasser",1
"klettl",1
"knut",1
"kohbert",1
"konynenbelt",1
"koproski",1
"kornev",1
"kovacs",1
"kozak",1
"kratz",1
"krawciw",1
"kristenson",1
